ID;areaGobierno;delegacion;servicio;departamento;nivelPuesto;puesto;nombrePuesto;tipoPuesto;tipoPersonal;formaProvision;adcripcionGrupos;adcripcionEscalas;nivelComplementoDestino;complementoEspecificoPuntos;complementoEspecificoEuros;observacionesRequisitos;situacion
268;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE DEPORTES Y MEDIO RURAL;SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS;DEPARTAMENTO GESTIÓN DE INSTALACIONES DEPORTIVAS Y PLANIFICACIÓN;AU;AU031;MONITOR/A DE NATACIÓN Y SOCORRISTA;NS;L;-;C2;-;14;210;8330;TA-O;VACANTE
269;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE DEPORTES Y MEDIO RURAL;SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS;DEPARTAMENTO GESTIÓN DE INSTALACIONES DEPORTIVAS Y PLANIFICACIÓN;AU;AU031;MONITOR/A DE NATACIÓN Y SOCORRISTA;NS;L;-;C2;-;14;210;8330;TA-O;VACANTE
270;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE DEPORTES Y MEDIO RURAL;SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS;DEPARTAMENTO GESTIÓN DE INSTALACIONES DEPORTIVAS Y PLANIFICACIÓN;AU;AU031;MONITOR/A DE NATACIÓN Y SOCORRISTA;NS;L;-;C2;-;14;210;8330;TA-O;VACANTE
271;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE DEPORTES Y MEDIO RURAL;SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS;DEPARTAMENTO GESTIÓN DE INSTALACIONES DEPORTIVAS Y PLANIFICACIÓN;TE;TE014;MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE;NS;L;-;C1;-;16;210;8330;TA-0;
272;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE DEPORTES Y MEDIO RURAL;SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS;DEPARTAMENTO DE PROMOCIÓN DEPORTIVA;AU;AU003;MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE;NS;L;-;C2;-;14;210;8330;TA-0;
273;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE DEPORTES Y MEDIO RURAL;SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS;DEPARTAMENTO DE PROMOCIÓN DEPORTIVA;AU;AU003;MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE;NS;L;-;C2;-;14;210;8330;TA-0;
274;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE DEPORTES Y MEDIO RURAL;SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS;DEPARTAMENTO DE PROMOCIÓN DEPORTIVA;AU;AU003;MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE;NS;L;-;C2;-;14;210;8330;TA-0;
275;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE DEPORTES Y MEDIO RURAL;SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS;DEPARTAMENTO DE PROMOCIÓN DEPORTIVA;AU;AU003;MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE;NS;L;-;C2;-;14;210;8330;TA-0;
276;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE DEPORTES Y MEDIO RURAL;SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS;DEPARTAMENTO DE PROMOCIÓN DEPORTIVA;AU;AU003;MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE;NS;L;-;C2;-;14;210;8330;TA-0;
277;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE DEPORTES Y MEDIO RURAL;SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS;DEPARTAMENTO DE PROMOCIÓN DEPORTIVA;AU;AU003;MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE;NS;L;-;C2;-;14;210;8330;TA-0;
278;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE DEPORTES Y MEDIO RURAL;SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS;DEPARTAMENTO DE PROMOCIÓN DEPORTIVA;AU;AU003;MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE;NS;L;-;C2;-;14;210;8330;TA-0;
279;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE DEPORTES Y MEDIO RURAL;SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS;DEPARTAMENTO DE PROMOCIÓN DEPORTIVA;AU;AU003;MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE;NS;L;-;C2;-;14;210;8330;TA-0;VACANTE
280;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE DEPORTES Y MEDIO RURAL;SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS;DEPARTAMENTO DE PROMOCIÓN DEPORTIVA;AU;AU003;MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE;NS;L;-;C2;-;14;210;8330;TA-0;VACANTE
281;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE DEPORTES Y MEDIO RURAL;SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS;DEPARTAMENTO DE PROMOCIÓN DEPORTIVA;AU;AU003;MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE;NS;L;-;C2;-;14;210;8330;TA-0;
282;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE DEPORTES Y MEDIO RURAL;SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS;DEPARTAMENTO DE PROMOCIÓN DEPORTIVA;AU;AU003;MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE;NS;L;-;C2;-;14;210;8330;TA-0;
283;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE DEPORTES Y MEDIO RURAL;SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS;DEPARTAMENTO DE PROMOCIÓN DEPORTIVA;AU;AU003;MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE;NS;L;-;C2;-;14;210;8330;TA-0;
1990;"ÁREA DE GOBIERNO DE ACCIÓN SOCIAL 
Y POLÍTICAS INCLUSIVAS";DELEGACIÓN DE ACCIÓN SOCIAL Y MAYORES;SERVICIO DE ACCIÓN SOCIAL Y MAYORES;DEPARTAMENTO DE  ACCIÓN COMUNITARIA Y ACOGIDA;AU;AU003;MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE;NS;L;-;C2;-;14;210;8330;"TA-0; AERL";VACANTE
1991;"ÁREA DE GOBIERNO DE ACCIÓN SOCIAL 
Y POLÍTICAS INCLUSIVAS";DELEGACIÓN DE IGUALDAD, POLÍTICAS DE JUVENTUD E INFANCIA, DIVERSIDAD Y VIVIENDA Y COORDINACIÓN DE DISTRITOS;SERVICIO DE IGUALDAD, POLÍTICAS DE JUVENTUD E INFANCIA;JEFATURA DEPARTAMENTO DE JUVENTUD;AU;AU003;MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE;NS;L;-;C2;-;14;210;8330;TA-0;
1992;"ÁREA DE GOBIERNO DE ACCIÓN SOCIAL 
Y POLÍTICAS INCLUSIVAS";DELEGACIÓN DE IGUALDAD, POLÍTICAS DE JUVENTUD E INFANCIA, DIVERSIDAD Y VIVIENDA Y COORDINACIÓN DE DISTRITOS;SERVICIO DE PARTICIPACIÓN CIUDADANA, DISTRITOS Y VIVIENDA;SERVICIO DE PARTICIPACIÓN CIUDADANA, DISTRITOS Y VIVIENDA;AU;AU013;AGENTE DE DINAMIZACIÓN SOCIAL;NS;L;-;C2;-;14;210;8330;TA-0;
1993;"ÁREA DE GOBIERNO DE ACCIÓN SOCIAL 
Y POLÍTICAS INCLUSIVAS";DELEGACIÓN DE IGUALDAD, POLÍTICAS DE JUVENTUD E INFANCIA, DIVERSIDAD Y VIVIENDA Y COORDINACIÓN DE DISTRITOS;SERVICIO DE PARTICIPACIÓN CIUDADANA, DISTRITOS Y VIVIENDA;UNIDAD DE ATENCIÓN SUR;AU;AU003;MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE;NS;L;-;C2;-;14;210;8330;TA-0;
1994;ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO;DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO;SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO;DEPARTAMENTO DE CULTURA Y FIESTAS;AU;AU009;AUXILIAR DE DISEÑO (IMPRENTA);NS;L;-;C2;-;14;210;8330;TA-0;VACANTE
1995;ÁREA DE GOBIERNO DE DINAMIZACIÓN CULTURAL Y PATRIMONIO HISTÓRICO;DELEGACIÓN DE CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DEL PATRIMONIO HISTÓRICO;SERVICIO DE  CULTURA, JEREZ CAPITAL CULTURAL Y REHABILITACIÓN DE PATRIMONIO HISTÓRICO;DEPARTAMENTO DE CULTURA Y FIESTAS;AU;AU003;MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE;NS;L;-;C2;-;14;210;8330;TA-0;
1996;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SERVICIO DE PROTECCIÓN Y BIENESTAR ANIMAL;SERVICIO DE PROTECCIÓN Y BIENESTAR ANIMAL;AU;AU003;MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE;NS;L;-;C2;-;14;210;8330;TA-0;
1997;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SERVICIO DE PROTECCIÓN Y BIENESTAR ANIMAL;DEPARTAMENTO DE GESTIÓN, CONSERVACIÓN E INVESTIGACIÓN;AU;AU003;MONITOR/A ACTIVIDADES DEPORTIVAS, FÍSICAS, EDUCATIVAS Y MEDIO AMBIENTE;NS;L;-;C2;-;14;210;8330;TA-0;VACANTE
284;ALCALDÍA -  PRESIDENCIA;ALCALDÍA -  PRESIDENCIA;SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO;DEPARTAMENTO DE ATENCIÓN A LA CIUDADANÍA;AU;AU001;INSPECTOR/A;NS;F;-;C2;A.G.;16;215;8528;"TA-0; PLF";
285;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;AU;AU001;INSPECTOR/A;NS;F;-;C2;A.G.;16;215;8528;"TA-0; PLF";VACANTE
286;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;AU;AU001;INSPECTOR/A;NS;F;-;C2;A.G.;16;215;8528;"TA-0; PLF";VACANTE
287;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE GESTIÓN DEL PROCESO URBANÍSTICO;DEPARTAMENTO DE URBANIZACIÓN;AU;AU001;INSPECTOR/A;NS;F;-;C2;A.G.;16;215;8528;"TA-0; PLF";
288;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE CONTROL DE EJECUCIÓN DE LA EDIFICACIÓN;SERVICIO DE CONTROL DE EJECUCIÓN DE LA EDIFICACIÓN;AU;AU001;INSPECTOR/A;NS;F;-;C2;A.G.;16;215;8528;"TA-0; PLF";VACANTE
289;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE CONTROL DE EJECUCIÓN DE LA EDIFICACIÓN;DEPARTAMENTO DE DISCIPLINA;AU;AU001;INSPECTOR/A;NS;F;-;C2;A.G.;16;215;8528;"TA-0; PLF";
290;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE CONTROL DE EJECUCIÓN DE LA EDIFICACIÓN;DEPARTAMENTO DE DISCIPLINA;AU;AU001;INSPECTOR/A;NS;F;-;C2;A.G.;16;215;8528;"TA-0; PLF";
291;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE CONTROL DE EJECUCIÓN DE LA EDIFICACIÓN;DEPARTAMENTO DE DISCIPLINA;AU;AU001;INSPECTOR/A;NS;F;-;C2;A.G.;16;215;8528;"TA-0; PLF";VACANTE
292;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE;DEPARTAMENTO DE ESPACIOS PÚBLICOS;AU;AU001;INSPECTOR/A;NS;F;-;C2;A.G.;16;215;8528;"TA-0; PLF";VACANTE
293;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE;DEPARTAMENTO DE ESPACIOS PÚBLICOS;AU;AU001;INSPECTOR/A;NS;F;-;C2;A.G.;16;215;8528;"TA-0; PLF";VACANTE
294;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE URBANISMO INFRAESTRUCTURAS Y MEDIO AMBIENTE;SERVICIO DE GESTIÓN DE MEDIO AMBIENTE;DEPARTAMENTO DE GESTIÓN MEDIOAMBIENTAL;AU;AU001;INSPECTOR/A;NS;F;-;C2;A.G.;16;215;8528;"TA-0; PLF";VACANTE
295;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SERVICIO DE MOVILIDAD Y FIESTAS;DEPARTAMENTO DE TRANSPORTE PÚBLICO Y CIRCULACION;AU;AU011;INSPECTOR/A  DE MOVILIDAD;NS;F;-;C2;A.G.;16;215;8528;"TA-0; PLF";VACANTE
296;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SERVICIO DE MOVILIDAD Y FIESTAS;DEPARTAMENTO DE TRANSPORTE PÚBLICO Y CIRCULACION;AU;AU011;INSPECTOR/A  DE MOVILIDAD;NS;F;-;C2;A.G.;16;215;8528;"TA-0; PLF";VACANTE
297;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SERVICIO DE MOVILIDAD Y FIESTAS;DEPARTAMENTO DE TRANSPORTE PÚBLICO Y CIRCULACION;AU;AU011;INSPECTOR/A  DE MOVILIDAD;NS;F;-;C2;A.G.;16;215;8528;"TA-0; PLF";VACANTE
298;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SERVICIO DE MOVILIDAD Y FIESTAS;DEPARTAMENTO DE TRANSPORTE PÚBLICO Y CIRCULACION;AU;AU011;INSPECTOR/A  DE MOVILIDAD;NS;F;-;C2;A.G.;16;215;8528;"TA-0; PLF";VACANTE
299;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SERVICIO DE PROTECCIÓN Y BIENESTAR ANIMAL;DEPARTAMENTO DE TRAMITACIÓN ADMNISTRATIVA Y ASISTENCIA JURÍDICA;AU;AU001;INSPECTOR/A;NS;F;-;C2;A.G.;16;215;8528;"TA-0; PLF";VACANTE
300;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE REACTIVACIÓN ECONÓMICA, CAPTACION DE INVERSIONES, EDUCACIÓN Y EMPLEO;SERVICIO DE REACTIVACIÓN ECONÓMICA, CAPTACIÓN DE INVERSIONES, EDUCACIÓN Y EMPLEO;DEPARTAMENTO DE EDUCACIÓN;TE;TE004;MONITOR/A MUSICAL;NS;L;-;C1;-;16;220;8726;"TA-0; AE";
301;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE TURISMO, COMERCIO Y CONSUMO;SERVICIO DE TURISMO, COMERCIO Y CONSUMO;SERVICIO DE TURISMO, COMERCIO Y CONSUMO;SU;SU015;MOZO/A EQUITACIÓN/CUADRA;NS;F/L;-;E;A.E.;13;220;8726;"TA-0; AERL";
302;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE TURISMO, COMERCIO Y CONSUMO;SERVICIO DE TURISMO, COMERCIO Y CONSUMO;SERVICIO DE TURISMO, COMERCIO Y CONSUMO;SU;SU016;MOZO/A MERCADO;NS;F/L;-;E;A.E.;13;220;8726;"TA-0; AERL";VACANTE
303;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE TURISMO, COMERCIO Y CONSUMO;SERVICIO DE TURISMO, COMERCIO Y CONSUMO;SERVICIO DE TURISMO, COMERCIO Y CONSUMO;SU;SU016;MOZO/A MERCADO;NS;F/L;-;E;A.E.;13;220;8726;"TA-0; AERL";
304;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE TURISMO, COMERCIO Y CONSUMO;SERVICIO DE TURISMO, COMERCIO Y CONSUMO;SERVICIO DE TURISMO, COMERCIO Y CONSUMO;SU;SU016;MOZO/A MERCADO;NS;F/L;-;E;A.E.;13;220;8726;"TA-0; AERL";
305;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE TURISMO, COMERCIO Y CONSUMO;SERVICIO DE TURISMO, COMERCIO Y CONSUMO;SERVICIO DE TURISMO, COMERCIO Y CONSUMO;SU;SU016;MOZO/A MERCADO;NS;F/L;-;E;A.E.;13;220;8726;"TA-0; AERL";
306;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE DEPORTES Y MEDIO RURAL;SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS;DEPARTAMENTO GESTIÓN DE INSTALACIONES DEPORTIVAS Y PLANIFICACIÓN;SU;SU015;MOZO/A EQUITACIÓN/CUADRA;NS;F/L;-;E;A.E.;13;220;8726;"TA-0; AERL";VACANTE
307;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE DEPORTES Y MEDIO RURAL;SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS;DEPARTAMENTO GESTIÓN DE INSTALACIONES DEPORTIVAS Y PLANIFICACIÓN;SU;SU015;MOZO/A EQUITACIÓN/CUADRA;NS;F/L;-;E;A.E.;13;220;8726;"TA-0; AERL";
308;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE DEPORTES Y MEDIO RURAL;SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS;DEPARTAMENTO DE PROMOCIÓN DEPORTIVA;SU;SU015;MOZO/A EQUITACIÓN/CUADRA;NS;F/L;-;E;A.E.;13;220;8726;"TA-0; AERL";
309;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE DEPORTES Y MEDIO RURAL;SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS;DEPARTAMENTO DE PROMOCIÓN DEPORTIVA;SU;SU015;MOZO/A EQUITACIÓN/CUADRA;NS;F/L;-;E;A.E.;13;220;8726;"TA-0; AERL";
310;ÁREA DE GOBIERNO DE ECONOMÍA PRODUCTIVA, HACIENDA Y RRHH;DELEGACIÓN DE DEPORTES Y MEDIO RURAL;SERVICIO DE PROMOCIÓN E INSTALACIONES DEPORTIVAS;DEPARTAMENTO DE PROMOCIÓN DEPORTIVA;SU;SU015;MOZO/A EQUITACIÓN/CUADRA;NS;F/L;-;E;A.E.;13;220;8726;"TA-0; AERL";
311;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SERVICIO DE PROTECCIÓN Y BIENESTAR ANIMAL;DEPARTAMENTO DE TRAMITACIÓN ADMNISTRATIVA Y ASISTENCIA JURÍDICA;SU;SU012;LACERO/A;NS;F/L;-;E;A.E.;13;220;8726;"TA-0; AERL";
312;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SERVICIO DE PROTECCIÓN Y BIENESTAR ANIMAL;DEPARTAMENTO DE TRAMITACIÓN ADMNISTRATIVA Y ASISTENCIA JURÍDICA;SU;SU012;LACERO/A;NS;F/L;-;E;A.E.;13;220;8726;"TA-0; AERL";VACANTE
313;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SERVICIO DE PROTECCIÓN Y BIENESTAR ANIMAL;DEPARTAMENTO DE TRAMITACIÓN ADMNISTRATIVA Y ASISTENCIA JURÍDICA;SU;SU012;LACERO/A;NS;F/L;-;E;A.E.;13;220;8726;"TA-0; AERL";
314;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SERVICIO DE PROTECCIÓN Y BIENESTAR ANIMAL;DEPARTAMENTO DE TRAMITACIÓN ADMNISTRATIVA Y ASISTENCIA JURÍDICA;SU;SU012;LACERO/A;NS;F/L;-;E;A.E.;13;220;8726;"TA-0; AERL";VACANTE
315;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;SEGURIDAD CIUDADANA;SU;SU015;MOZO/A EQUITACIÓN/CUADRA;NS;F/L;-;E;A.E.;13;220;8726;"TA-0; AERL";
316;ALCALDÍA -  PRESIDENCIA;ALCALDÍA -  PRESIDENCIA;SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO;DEPARTAMENTO DE ATENCIÓN A LA CIUDADANÍA;SU;SU002;NOTIFICADOR/A;NS;F;-;E;A.G./A.E.;13;225;8924;"TA-0; PLF";VACANTE
317;ALCALDÍA -  PRESIDENCIA;ALCALDÍA -  PRESIDENCIA;SERVICIO DE ALCALDÍA PRESIDENCIA Y GABINETE JURÍDICO;DEPARTAMENTO DE ATENCIÓN A LA CIUDADANÍA;SU;SU002;NOTIFICADOR/A;NS;F;-;E;A.G./A.E.;13;225;8924;"TA-0; PLF";
